057321649eabdf8c	DRULDRRDDRULUURDDDLLURRD
124756389a0fdecb	DRUUULDRDLDR
613452709cfbda8e	DLDRULLLUURDRRDLULLDRDRR
124867f35a9ed0cb	URRDLUURULDLLDRDRURD
137492ba658cd0ef	RRUULDRULULDDLURDRRD
123460785dfba9ec	LDDRULDRRURD
1283d6b409cf5e7a	DRRRULUURDLLDDRULLURDDLUURRDDR
12b350649a87defc	RURDDLURDD
51872b30946eadcf	LURDLDLURDRULLLDDRURDLULUURDRURDDLDR
134852b096c7daef	DLURULLDDDRR
2604137cd5afe9b8	LDDDLURRDRUULULLDRRDDRULURDD
12345078a6bc9def	DLDRRR
a168294375bcd0ef	UULURDLDRDLURULURRDRULDLULDDDRRR
1924603c587fdabe	URDDLURDDRUULLLDRDRR
16249570ab38defc	LDLLURURDRDD
64ec37a05128d9bf	ULLDDRURULLDLURDDDRUURDLUULDLDRDRULDRR
a623701459b8defc	RULDLURRDLLDRUURRDDD
0234158c96afde7b	DRDRDRUULDDR
026413589a7cdebf	RDRULLDRRDDR
65329180dab7ef4c	DLUURDLDDLLUUURDLURRRDLDRULURDDD
12345678ac0f9bde	LDRRULLLDRRR
1563d24fe8c790ba	RURULLURDDDRULDLLUURDDLURRULURRDLDDR
61247ca093b8e5df	LLDDLURDRUULLURRDRDLULLDDRURDR
13529a64b80cd7ef	LLUURRDDLDRULUULDRURRDLLURDDDR
136cb042a5d879ef	URDRULDLDLDRURRDLLULURURDDLLDRRRUULDLDRR
341b2d567a8f90ec	UURULLDRRDDLULURRRULLLDDDRRUULDRRULLDDRURD
12396eb05a7cdf84	ULDDRDLUURDLLURURDDDLLUULDRRURDD
5102efc39876db4a	DLDRUURDDLDRUULDRULLLURRRDLDLURDDLURDR
12479630a5b8defc	ULDLDLURRRDD
26341590dca8eb7f	ULLLDRRDLURURDDLDLLURURDDR
5104e6829a73dfcb	DLLDRURRULDRDDLLULUURRDRULDDRD
1234e5786dac90bf	ULURDLDRURDR
63f720d8ae91b5c4	RRDDLUURDLLDLURDRULURURDDLUULDLURDLDDRULDRRURD
05a32861d9e7cf4b	RDRDDLLURURRDLLURULDLURDRDDLUURRDDLUUURDLDRD
627350481eab9dfc	LDDRURRULULLDRURRDDD
1a23658097c4debf	DLLUURRDLDDLLURULDDRRR
012356749ec8dbaf	RRRDDLDLURDR
237416b059c8daef	DLUULLDDRDRR
95847a26fe03dbc1	DLULURRURDDDLUURDLURULDDLLUURRDRDDLULLUURDRDRD
12345a6807cf9deb	DRRRULLURDDR
1234578b06fea9cd	DRURDRULLDRRUULLDLDRRURD
06342a7815bc9def	DDRUULDDDRRR
2794e0561a38cdfb	DDLUURURDDDLUUURDRDDLULLDRUULDRUULDRRDRD
123456c0d9bfe8a7	DLDLLURRDRUULDDRUULDDR
29635174cf08deba	LLURURRDDLLUULDDRDRRULDLURDR
0468157392acdebf	DRDRUULDRRULDDDR
257361d40eb89fac	URULDDRURURDDLDLLURULDRDLURRRD
687312549a0cdbef	UULDDRUULLDRDDLUURURRDLDLLDRRR
127d604ceb85a93f	URDDRULLDLDRURRUULDRDLDLLURURDLUURDLLDDRULDRRR
25831cb4d6fae097	RUUURDDDLUURDLULULDRDDLURRURDLDR
1642a7b3590cde8f	DRULUURDLLLDRUURRDDD
59246137efa8d0cb	ULUURDLURRDRDDLLULURDRRD
1d02596aeb7fc834	DDDLUUURDRDLLURRDDLLLURRUURDDDLLLURUURRDDDLURD
613752980ea4dbfc	UURDRRDDLLUUURRDLULDLDRRDR
12346a7895fbd0ec	LURULDDRRURD
140d52b8a3cf96e7	RDLULDDDRUULDRRDLLULDRRURUULDDRD
3674128bd9f5e0ca	UUULDRDRRDLLURDLLURRRULULDLDRRRD
634b29801afc5d7e	ULLLDDDRUUULDDRRDRUULDLDRURD
513b9048627cdefa	DLUURRDRULLDDDRRUULDDLURRD
07c831b6425e9adf	DDRULDRRRULULDDDRURULULLDDDRURRUULLLDRDDRR
637c21f85b049dae	UURDDLUURDLULDLURDLDDRRRUULDLDRR
16245b380a7c9def	DRUUURDDLDRR
6207e8531dcba4f9	RDDLULLDRDRRUULDLURDDLURDLLURDRURULULLDRURRDDD
247810635eac9dbf	RULLDDDRURURULDDDR
82347aeb01fc56d9	UURDLDRDRUULLDDRRRUULLDRDLURULULDDRURDRD
023416785beca9df	DDDRRULLDRRR
27031a6459b8defc	LLDDRURURDDD
16235074dab8e9fc	DDLURUURRDDD
1283a0b4956fd7ce	DDLUURDRDRULUURDLLDLDRRR
02346c781dea59fb	RRDLLDDRURUULLDDDRRURDLLURRD
67e3124c958fd0ba	RRUULULDDDRRULUULLDRURRDDDLULDRR
2a741e3056f89dcb	DDLULUURDLULDDDRURULDRRD
12345678d9faebc0	LURDLLLURRDR
234816705afb9dec	ULLLDDDRRURD
513492680e7badfc	DRULUURDRDRD
123457bad6cfe098	RURDLUURDLULDDLURRRD
e253d7841a0c69bf	LLUURRRDLLDLDRULURULDRDLDRURDR
520391b7d8cfe6a4	LDDDRUULDRRDLUURDLLDLUUURRRDDD
2534d178e6ab90fc	LUURULDRDDLURRRD
27a8e963d1045fcb	ULDLURRURDDDLLULDRUUULDDRRUURDLLDRRD
2a3416875d0be9cf	ULULDDRDRRULDLLURURRDDLURD
120c79836da45ebf	RDDDLLUURURDLLLDDRRRUULLLDRRDR
13475290d6acbe8f	ULLDDRULDRDLLURDRRULLURRDD
45761df803bce92a	URDDRRULULDDRULLURDDLUURULDRRDRUULLDRRULLDRRDD
1273a0645eb89dfc	LDDRUURURDDD
513824b7960edafc	RDLUULLURRDRULLDDDRR
1204573896bfdace	DDDRULULDDRR
263410785dbca9ef	ULDDDRULDRRR
6297a531db4f8ce0	ULLDLUURURDRULDLULDRDDRULUURDRDLLLUURRRDDLDR
64cf3b27de18a095	UURRULLDDRRUULDDDRUULDDLLURRULLURDLDRRUULLDDRDRR
263419b75ea8d0fc	UUULDDRRURDD
13785260dec4ab9f	LURDDLUURDLULDRDDLURDLLURDRR
513426780abc9def	DRUULURDDDRR
1234b5789c06adef	RULDLDLUURRRDLDLULDRRULDRR
3204689f1d7ba5ce	LDLDRDLURRUULLDRRULDDRDRUULLLDRDRRULDR
51349268d70ceabf	LDLUUURDRDDR
148c92573eabd6f0	LULURDLLURDRURULLDDDRURUULLDDDRR
16249d58730bfaec	LURDDLULDRRULLURURDDLDRURD
148352609a7bdefc	ULLDRRULDDRD
fe8690175d43ba2c	LDRURURDLDDLLUURULDDRUURDDLDRURUULDDLUURDDLDRUURDD
823ed0c45a1f9b67	LURRRDLULDLDRRULDLURULDDRRDRUULDDLUURDDLULDRRR
253417fbda0ce968	ULULDRDDLURRDRUULDDRULLURRDDLURD
637f5412bc8e9ad0	UUULDDRULLURDDLDRRUUULDLDLUURRDRDLLULDDRRR
12345b7096acde8f	LLDRDRULURDD
2347d058e16f9acb	DDLUURDDLURURDDRUUULLLDRRRDLDR
16725034ac8f9dbe	URRDDLLUURDDRULDDRUULLDLDRRR
6273e51a9d84f0bc	LUURRRDLDLULURRULLDDDRUUURRDDD
6148a230d7bc59ef	ULDDLLUURDLDDRURULLDDRRULURDDR
174836bc29afd05e	RULULDRDRRUUULLDLDRRUULDLDRDRR
51249037a6c8debf	DLUURRDRDLDR
01346dc25ef8a97b	DDDRUURRDLDLUURDLLUURDLDDRRRULDR
